,Date,Regular,Diesel,x-value
161,2023-02-06,3.47,4.62,23.0
162,2023-02-07,3.57,3.95,23.142857142857142
163,2023-02-08,3.8,4.04,23.285714285714285
164,2023-02-09,3.83,3.9,23.428571428571427
165,2023-02-10,3.4,4.46,23.571428571428573
166,2023-02-11,3.44,4.35,23.714285714285715
167,2023-02-12,3.54,4.04,23.857142857142858
168,2023-02-13,3.42,4.55,24.0
169,2023-02-14,3.37,5.08,24.142857142857142
170,2023-02-15,3.2,3.86,24.285714285714285
171,2023-02-16,3.6,4.03,24.428571428571427
172,2023-02-17,3.42,4.03,24.571428571428573
173,2023-02-18,3.57,4.68,24.714285714285715
174,2023-02-19,3.41,4.95,24.857142857142858
175,2023-02-20,3.41,4.49,25.0
176,2023-02-21,3.85,3.95,25.142857142857142
177,2023-02-22,3.8,4.95,25.285714285714285
178,2023-02-23,3.89,3.73,25.428571428571427
179,2023-02-24,3.28,3.87,25.571428571428573
180,2023-02-25,3.55,4.05,25.714285714285715
181,2023-02-26,3.85,4.49,25.857142857142858
182,2023-02-27,3.37,4.41,26.0
183,2023-02-28,3.54,4.5,26.142857142857142
184,2023-03-01,3.83,4.01,26.285714285714285
185,2023-03-02,3.58,4.41,26.428571428571427
186,2023-03-03,3.14,4.04,26.571428571428573
187,2023-03-04,3.54,4.38,26.714285714285715
188,2023-03-05,3.4,4.28,26.857142857142858
189,2023-03-06,3.41,4.38,27.0
190,2023-03-07,3.67,4.46,27.142857142857142
191,2023-03-08,3.62,4.04,27.285714285714285
192,2023-03-09,3.68,4.95,27.428571428571427
193,2023-03-10,3.49,4.19,27.571428571428573
194,2023-03-11,3.85,4.35,27.714285714285715
195,2023-03-12,3.44,3.95,27.857142857142858
196,2023-03-13,3.47,4.34,28.0
197,2023-03-14,3.65,3.95,28.142857142857142
198,2023-03-15,3.37,4.28,28.285714285714285
199,2023-03-16,3.58,4.95,28.428571428571427
200,2023-03-17,3.49,4.77,28.571428571428573
201,2023-03-18,3.49,3.92,28.714285714285715
202,2023-03-19,3.65,3.98,28.857142857142858
203,2023-03-20,3.44,4.29,29.0
204,2023-03-21,3.08,4.55,29.142857142857142
205,2023-03-22,3.61,4.62,29.285714285714285
206,2023-03-23,3.73,5.07,29.428571428571427
207,2023-03-24,3.52,4.07,29.571428571428573
208,2023-03-25,3.31,4.6,29.714285714285715
209,2023-03-26,3.41,3.81,29.857142857142858
210,2023-03-27,3.44,4.24,30.0
211,2023-03-28,3.54,4.92,30.142857142857142
212,2023-03-29,3.14,4.19,30.285714285714285
213,2023-03-30,3.79,3.79,30.428571428571427
214,2023-03-31,3.6,4.35,30.571428571428573
215,2023-04-01,3.67,3.85,30.714285714285715
216,2023-04-02,3.28,5.01,30.857142857142858
217,2023-04-03,3.51,4.2,31.0
218,2023-04-04,3.51,4.19,31.142857142857142
219,2023-04-05,3.47,3.83,31.285714285714285
220,2023-04-06,3.85,4.6,31.428571428571427
221,2023-04-07,3.14,4.35,31.571428571428573
222,2023-04-08,3.35,3.91,31.714285714285715
223,2023-04-09,3.1,4.77,31.857142857142858
224,2023-04-10,3.6,4.2,32.0
225,2023-04-11,3.45,3.84,32.142857142857146
226,2023-04-12,3.6,3.7,32.285714285714285
227,2023-04-13,3.65,4.38,32.42857142857143
228,2023-04-14,3.54,4.28,32.57142857142857
229,2023-04-15,3.54,5.07,32.714285714285715
230,2023-04-16,3.6,3.98,32.857142857142854
231,2023-04-17,3.67,4.2,33.0
232,2023-04-18,3.8,4.04,33.142857142857146
233,2023-04-19,3.7,4.31,33.285714285714285
234,2023-04-20,3.89,3.86,33.42857142857143
235,2023-04-21,3.52,4.35,33.57142857142857
236,2023-04-22,3.85,3.88,33.714285714285715
237,2023-04-23,3.6,4.34,33.857142857142854
238,2023-04-24,3.67,4.17,34.0
239,2023-04-25,3.4,4.01,34.142857142857146
240,2023-04-26,3.68,3.92,34.285714285714285
241,2023-04-27,3.1,3.87,34.42857142857143
242,2023-04-28,3.55,4.6,34.57142857142857
243,2023-04-29,3.59,4.38,34.714285714285715
244,2023-04-30,3.89,4.03,34.857142857142854
245,2023-05-01,3.61,4.11,35.0
246,2023-05-02,3.51,4.03,35.142857142857146
247,2023-05-03,3.51,4.55,35.285714285714285
248,2023-05-04,3.15,4.46,35.42857142857143
249,2023-05-05,3.07,4.92,35.57142857142857
250,2023-05-06,3.35,4.0,35.714285714285715
251,2023-05-07,3.45,3.84,35.857142857142854
252,2023-05-08,3.54,4.05,36.0
253,2023-05-09,3.54,5.06,36.142857142857146
254,2023-05-10,3.54,4.01,36.285714285714285
255,2023-05-11,3.83,3.98,36.42857142857143
256,2023-05-12,3.76,4.02,36.57142857142857
257,2023-05-13,3.42,4.1,36.714285714285715
258,2023-05-14,3.44,4.03,36.857142857142854
259,2023-05-15,3.54,4.01,37.0
260,2023-05-16,3.07,4.03,37.142857142857146
261,2023-05-17,3.88,3.91,37.285714285714285
262,2023-05-18,3.45,4.6,37.42857142857143
263,2023-05-19,3.44,3.84,37.57142857142857
264,2023-05-20,3.2,4.92,37.714285714285715
265,2023-05-21,3.55,4.0,37.857142857142854
266,2023-05-22,3.54,3.98,38.0
267,2023-05-23,3.35,4.23,38.142857142857146
268,2023-05-24,3.42,3.79,38.285714285714285
269,2023-05-25,3.79,4.17,38.42857142857143
270,2023-05-26,3.25,4.03,38.57142857142857
271,2023-05-27,3.42,4.62,38.714285714285715
272,2023-05-28,3.51,3.7,38.857142857142854
273,2023-05-29,3.58,3.95,39.0
274,2023-05-30,3.47,3.79,39.142857142857146
275,2023-05-31,3.6,4.04,39.285714285714285
276,2023-06-01,3.88,3.91,39.42857142857143
277,2023-06-02,3.8,5.34,39.57142857142857
278,2023-06-03,3.53,4.48,39.714285714285715
279,2023-06-04,3.42,3.91,39.857142857142854
280,2023-06-05,3.55,3.92,40.0
281,2023-06-06,3.85,4.19,40.142857142857146
282,2023-06-07,3.53,4.68,40.285714285714285
283,2023-06-08,3.59,5.36,40.42857142857143
284,2023-06-09,3.51,4.0,40.57142857142857
285,2023-06-10,3.24,4.6,40.714285714285715
286,2023-06-11,3.55,3.73,40.857142857142854
287,2023-06-12,3.59,3.91,41.0
288,2023-06-13,3.81,4.62,41.142857142857146
289,2023-06-14,3.7,3.9,41.285714285714285
290,2023-06-15,3.51,5.34,41.42857142857143
291,2023-06-16,3.11,3.95,41.57142857142857
292,2023-06-17,3.44,4.03,41.714285714285715
293,2023-06-18,3.41,4.02,41.857142857142854
294,2023-06-19,3.58,3.87,42.0
295,2023-06-20,3.57,3.91,42.142857142857146
296,2023-06-21,3.8,3.93,42.285714285714285
297,2023-06-22,3.45,4.58,42.42857142857143
298,2023-06-23,3.8,4.51,42.57142857142857
299,2023-06-24,3.59,4.07,42.714285714285715
300,2023-06-25,3.6,4.19,42.857142857142854
301,2023-06-26,3.57,3.88,43.0
302,2023-06-27,3.88,4.19,43.142857142857146
303,2023-06-28,3.42,5.36,43.285714285714285
304,2023-06-29,3.54,4.57,43.42857142857143
305,2023-06-30,3.85,3.77,43.57142857142857
306,2023-07-01,3.89,4.05,43.714285714285715
307,2023-07-02,3.81,3.91,43.857142857142854
308,2023-07-03,3.54,3.84,44.0
309,2023-07-04,3.51,3.97,44.142857142857146
310,2023-07-05,3.6,3.77,44.285714285714285
311,2023-07-06,3.85,5.07,44.42857142857143
312,2023-07-07,3.37,4.49,44.57142857142857
313,2023-07-08,3.68,4.9,44.714285714285715
314,2023-07-09,3.41,5.01,44.857142857142854
315,2023-07-10,3.54,3.84,45.0
316,2023-07-11,3.76,4.68,45.142857142857146
317,2023-07-12,3.72,3.84,45.285714285714285
318,2023-07-13,3.67,5.06,45.42857142857143
319,2023-07-14,3.55,4.02,45.57142857142857
320,2023-07-15,3.37,3.84,45.714285714285715
321,2023-07-16,3.55,4.38,45.857142857142854
322,2023-07-17,3.57,3.84,46.0
323,2023-07-18,3.72,4.2,46.142857142857146
324,2023-07-19,3.08,4.19,46.285714285714285
325,2023-07-20,3.1,3.79,46.42857142857143
326,2023-07-21,3.28,4.17,46.57142857142857
327,2023-07-22,3.8,4.46,46.714285714285715
328,2023-07-23,3.58,4.19,46.857142857142854
329,2023-07-24,3.6,3.88,47.0
330,2023-07-25,3.35,4.87,47.142857142857146
331,2023-07-26,3.68,4.0,47.285714285714285
332,2023-07-27,3.51,3.85,47.42857142857143
333,2023-07-28,3.6,4.04,47.57142857142857
334,2023-07-29,3.68,3.73,47.714285714285715
335,2023-07-30,3.57,4.17,47.857142857142854
336,2023-07-31,3.76,4.04,48.0
337,2023-08-01,3.59,3.8,48.142857142857146
338,2023-08-02,3.25,3.87,48.285714285714285
339,2023-08-03,3.22,3.98,48.42857142857143
340,2023-08-04,3.76,5.07,48.57142857142857
341,2023-08-05,3.8,4.19,48.714285714285715
342,2023-08-06,3.42,4.24,48.857142857142854
343,2023-08-07,3.83,4.19,49.0
344,2023-08-08,3.07,4.17,49.142857142857146
345,2023-08-09,3.67,3.97,49.285714285714285
346,2023-08-10,3.15,4.04,49.42857142857143
347,2023-08-11,3.2,5.01,49.57142857142857
348,2023-08-12,3.45,5.31,49.714285714285715
349,2023-08-13,3.11,4.77,49.857142857142854
350,2023-08-14,3.85,4.31,50.0
351,2023-08-15,3.51,4.03,50.142857142857146
352,2023-08-16,3.63,3.98,50.285714285714285
353,2023-08-17,3.25,5.06,50.42857142857143
354,2023-08-18,3.82,4.4,50.57142857142857
355,2023-08-19,3.4,4.04,50.714285714285715
356,2023-08-20,3.52,5.06,50.857142857142854
357,2023-08-21,3.87,4.35,51.0
358,2023-08-22,3.31,4.05,51.142857142857146
359,2023-08-23,3.73,4.38,51.285714285714285
360,2023-08-24,3.81,4.23,51.42857142857143
361,2023-08-25,3.88,5.01,51.57142857142857
362,2023-08-26,3.51,4.48,51.714285714285715
363,2023-08-27,3.44,5.34,51.857142857142854
364,2023-08-28,3.82,4.38,52.0
365,2023-08-29,3.42,4.05,52.142857142857146
366,2023-08-30,3.85,3.84,52.285714285714285
367,2023-08-31,3.47,4.04,52.42857142857143
368,2023-09-01,3.53,5.07,52.57142857142857
369,2023-09-02,3.62,4.68,52.714285714285715
370,2023-09-03,3.53,4.1,52.857142857142854
371,2023-09-04,3.81,4.45,53.0
372,2023-09-05,3.51,4.9,53.142857142857146
373,2023-09-06,3.73,3.77,53.285714285714285
374,2023-09-07,3.11,4.04,53.42857142857143
375,2023-09-08,3.81,3.79,53.57142857142857
376,2023-09-09,3.37,3.95,53.714285714285715
377,2023-09-10,3.49,5.22,53.857142857142854
378,2023-09-11,3.83,4.48,54.0
379,2023-09-12,3.47,3.75,54.142857142857146
380,2023-09-13,3.58,5.06,54.285714285714285
381,2023-09-14,3.59,4.6,54.42857142857143
382,2023-09-15,3.76,4.0,54.57142857142857
383,2023-09-16,3.76,4.05,54.714285714285715
384,2023-09-17,3.35,3.84,54.857142857142854
385,2023-09-18,3.88,4.58,55.0
386,2023-09-19,3.67,4.03,55.142857142857146
387,2023-09-20,3.11,4.58,55.285714285714285
388,2023-09-21,3.54,4.2,55.42857142857143
389,2023-09-22,3.58,3.75,55.57142857142857
390,2023-09-23,3.35,3.84,55.714285714285715
391,2023-09-24,3.62,4.6,55.857142857142854
392,2023-09-25,3.85,4.57,56.0
393,2023-09-26,3.07,3.87,56.142857142857146
394,2023-09-27,3.41,4.51,56.285714285714285
395,2023-09-28,3.79,4.02,56.42857142857143
396,2023-09-29,3.47,4.01,56.57142857142857
397,2023-09-30,3.65,4.01,56.714285714285715
398,2023-10-01,3.47,4.68,56.857142857142854
399,2023-10-02,3.81,4.58,57.0
400,2023-10-03,3.26,5.01,57.142857142857146
401,2023-10-04,3.31,4.77,57.285714285714285
402,2023-10-05,3.47,4.47,57.42857142857143
403,2023-10-06,3.35,4.6,57.57142857142857
404,2023-10-07,3.57,4.02,57.714285714285715
405,2023-10-08,3.25,4.45,57.857142857142854
406,2023-10-09,3.7,4.51,58.0
407,2023-10-10,3.45,4.87,58.142857142857146
408,2023-10-11,3.28,4.41,58.285714285714285
409,2023-10-12,3.31,4.47,58.42857142857143
410,2023-10-13,3.67,3.93,58.57142857142857
411,2023-10-14,3.82,4.17,58.714285714285715
412,2023-10-15,3.62,3.98,58.857142857142854
413,2023-10-16,3.6,4.46,59.0
414,2023-10-17,3.68,5.31,59.142857142857146
415,2023-10-18,3.25,4.87,59.285714285714285
416,2023-10-19,3.59,3.79,59.42857142857143
417,2023-10-20,3.49,3.79,59.57142857142857
418,2023-10-21,3.85,4.68,59.714285714285715
419,2023-10-22,3.14,4.41,59.857142857142854
420,2023-10-23,3.55,4.5,60.0
421,2023-10-24,3.55,5.31,60.142857142857146
422,2023-10-25,3.42,5.31,60.285714285714285
423,2023-10-26,3.7,4.01,60.42857142857143
424,2023-10-27,3.58,4.04,60.57142857142857
425,2023-10-28,3.35,4.62,60.714285714285715
426,2023-10-29,3.58,4.35,60.857142857142854
427,2023-10-30,3.49,4.47,61.0
428,2023-10-31,3.85,3.92,61.142857142857146
429,2023-11-01,3.63,3.92,61.285714285714285
430,2023-11-02,3.6,4.62,61.42857142857143
431,2023-11-03,3.11,4.01,61.57142857142857
432,2023-11-04,3.77,4.34,61.714285714285715
433,2023-11-05,3.66,5.31,61.857142857142854
434,2023-11-06,3.42,4.4,62.0
435,2023-11-07,3.5,5.3,62.142857142857146
436,2023-11-08,3.85,3.95,62.285714285714285
437,2023-11-09,3.79,4.68,62.42857142857143
438,2023-11-10,3.47,5.07,62.57142857142857
439,2023-11-11,3.83,4.6,62.714285714285715
440,2023-11-12,3.59,4.65,62.857142857142854
441,2023-11-13,3.37,4.35,63.0
442,2023-11-14,3.53,4.92,63.142857142857146
443,2023-11-15,3.44,4.87,63.285714285714285
444,2023-11-16,3.66,4.95,63.42857142857143
445,2023-11-17,3.54,3.91,63.57142857142857
446,2023-11-18,3.41,4.04,63.714285714285715
447,2023-11-19,3.22,4.01,63.857142857142854
448,2023-11-20,3.31,4.28,64.0
449,2023-11-21,3.2,3.86,64.14285714285714
450,2023-11-22,3.58,4.31,64.28571428571429
451,2023-11-23,3.26,3.84,64.42857142857143
452,2023-11-24,3.66,4.58,64.57142857142857
453,2023-11-25,3.44,4.23,64.71428571428571
454,2023-11-26,3.54,4.2,64.85714285714286
455,2023-11-27,3.25,4.23,65.0
456,2023-11-28,3.07,3.92,65.14285714285714
457,2023-11-29,3.87,4.5,65.28571428571429
458,2023-11-30,3.47,4.0,65.42857142857143
459,2023-12-01,3.53,3.7,65.57142857142857
460,2023-12-02,3.83,4.01,65.71428571428571
461,2023-12-03,3.44,4.41,65.85714285714286
462,2023-12-04,3.24,4.19,66.0
463,2023-12-05,3.92,4.38,66.14285714285714
464,2023-12-06,3.76,4.04,66.28571428571429
465,2023-12-07,3.68,3.79,66.42857142857143
466,2023-12-08,3.45,3.88,66.57142857142857
467,2023-12-09,3.2,3.83,66.71428571428571
468,2023-12-10,3.65,3.98,66.85714285714286
469,2023-12-11,3.15,4.1,67.0
470,2023-12-12,3.85,5.34,67.14285714285714
471,2023-12-13,3.44,4.05,67.28571428571429
472,2023-12-14,3.81,3.84,67.42857142857143
473,2023-12-15,3.24,4.48,67.57142857142857
474,2023-12-16,3.51,4.31,67.71428571428571
475,2023-12-17,3.55,4.01,67.85714285714286
476,2023-12-18,3.07,4.01,68.0
477,2023-12-19,3.57,3.79,68.14285714285714
478,2023-12-20,3.15,3.84,68.28571428571429
479,2023-12-21,3.41,3.92,68.42857142857143
480,2023-12-22,3.45,3.8,68.57142857142857
481,2023-12-23,3.76,3.84,68.71428571428571
482,2023-12-24,3.87,3.79,68.85714285714286
483,2023-12-25,3.13,4.02,69.0
484,2023-12-26,3.57,4.35,69.14285714285714
485,2023-12-27,3.2,4.04,69.28571428571429
486,2023-12-28,3.81,4.57,69.42857142857143
487,2023-12-29,3.42,4.04,69.57142857142857
488,2023-12-30,3.76,4.23,69.71428571428571
489,2023-12-31,3.15,4.4,69.85714285714286
490,2024-01-01,3.11,3.98,70.0
491,2024-01-02,3.52,4.05,70.14285714285714
492,2024-01-03,3.79,4.07,70.28571428571429
493,2024-01-04,3.42,4.6,70.42857142857143
494,2024-01-05,3.08,4.19,70.57142857142857
495,2024-01-06,3.45,3.87,70.71428571428571
496,2024-01-07,3.52,3.83,70.85714285714286
497,2024-01-08,3.08,3.95,71.0
498,2024-01-09,3.61,3.84,71.14285714285714
499,2024-01-10,3.83,4.65,71.28571428571429
500,2024-01-11,3.85,4.35,71.42857142857143
501,2024-01-12,3.6,3.83,71.57142857142857
502,2024-01-13,3.25,4.01,71.71428571428571
503,2024-01-14,3.63,3.85,71.85714285714286
504,2024-01-15,3.07,3.92,72.0
505,2024-01-16,3.58,4.9,72.14285714285714
506,2024-01-17,3.31,4.04,72.28571428571429
507,2024-01-18,3.57,4.1,72.42857142857143
508,2024-01-19,3.92,4.77,72.57142857142857
509,2024-01-20,3.28,3.84,72.71428571428571
510,2024-01-21,3.53,4.62,72.85714285714286
511,2024-01-22,3.08,3.91,73.0
512,2024-01-23,3.4,4.77,73.14285714285714
513,2024-01-24,3.31,5.01,73.28571428571429
514,2024-01-25,3.11,4.05,73.42857142857143
515,2024-01-26,3.1,3.93,73.57142857142857
516,2024-01-27,3.44,4.68,73.71428571428571
517,2024-01-28,3.25,3.97,73.85714285714286
518,2024-01-29,3.11,3.91,74.0
519,2024-01-30,3.83,3.79,74.14285714285714
520,2024-01-31,3.25,3.92,74.28571428571429
521,2024-02-01,3.82,4.49,74.42857142857143
522,2024-02-02,3.22,5.07,74.57142857142857
523,2024-02-03,3.15,3.98,74.71428571428571
524,2024-02-04,3.66,4.19,74.85714285714286
525,2024-02-05,3.15,3.93,75.0
526,2024-02-06,3.51,3.81,75.14285714285714
527,2024-02-07,3.72,4.51,75.28571428571429
528,2024-02-08,3.4,4.62,75.42857142857143
529,2024-02-09,3.31,3.79,75.57142857142857
530,2024-02-10,3.8,4.01,75.71428571428571
531,2024-02-11,3.26,4.04,75.85714285714286
532,2024-02-12,3.2,4.0,76.0
533,2024-02-13,3.7,4.03,76.14285714285714
534,2024-02-14,3.54,4.41,76.28571428571429
535,2024-02-15,3.76,5.08,76.42857142857143
536,2024-02-16,3.92,4.58,76.57142857142857
537,2024-02-17,3.44,4.77,76.71428571428571
538,2024-02-18,3.08,3.79,76.85714285714286
539,2024-02-19,3.28,4.1,77.0
540,2024-02-20,3.66,5.08,77.14285714285714
541,2024-02-21,3.82,4.31,77.28571428571429
542,2024-02-22,3.72,3.92,77.42857142857143
543,2024-02-23,3.08,5.01,77.57142857142857
544,2024-02-24,3.07,4.03,77.71428571428571
545,2024-02-25,3.26,5.33,77.85714285714286
546,2024-02-26,3.26,4.07,78.0
547,2024-02-27,3.89,4.62,78.14285714285714
548,2024-02-28,3.6,4.04,78.28571428571429
549,2024-02-29,3.11,3.81,78.42857142857143
550,2024-03-01,3.54,4.38,78.57142857142857
551,2024-03-02,3.26,3.91,78.71428571428571
552,2024-03-03,3.41,4.5,78.85714285714286
553,2024-03-04,3.35,4.05,79.0
554,2024-03-05,3.58,4.04,79.14285714285714
555,2024-03-06,3.54,4.2,79.28571428571429
556,2024-03-07,3.31,4.0,79.42857142857143
557,2024-03-08,3.51,3.87,79.57142857142857
558,2024-03-09,3.31,4.01,79.71428571428571
559,2024-03-10,3.72,4.03,79.85714285714286
560,2024-03-11,3.4,4.03,80.0
561,2024-03-12,3.81,4.92,80.14285714285714
562,2024-03-13,3.85,3.75,80.28571428571429
563,2024-03-14,3.52,4.2,80.42857142857143
564,2024-03-15,3.85,4.68,80.57142857142857
565,2024-03-16,3.13,4.87,80.71428571428571
566,2024-03-17,3.8,4.0,80.85714285714286
567,2024-03-18,3.47,4.03,81.0
568,2024-03-19,3.92,4.0,81.14285714285714
569,2024-03-20,3.15,3.81,81.28571428571429
